"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"1132587","SENSEX-Jun2026-82700-PE","SENSEX 11 JUN 82700 PUT","","5.0000","20","OPTIDX","D","BSE","9750.7000","4337.9000","2026-06-11 00:00:00","82700.0","1000"
"1132586","SENSEX-Jun2026-80400-PE","SENSEX 11 JUN 80400 PUT","","5.0000","20","OPTIDX","D","BSE","7343.7500","2268.1500","2026-06-11 00:00:00","80400.0","1000"
"1132625","SENSEX-Jun2026-82000-PE","SENSEX 11 JUN 82000 PUT","","5.0000","20","OPTIDX","D","BSE","9029.4500","3679.0000","2026-06-11 00:00:00","82000.0","1000"
"1132627","SENSEX-Jun2026-84300-PE","SENSEX 11 JUN 84300 PUT","","5.0000","20","OPTIDX","D","BSE","11373.9500","5891.2500","2026-06-11 00:00:00","84300.0","1000"
"1132629","SENSEX-Jun2026-73600-CE","SENSEX 11 JUN 73600 CALL","","5.0000","20","OPTIDX","D","BSE","4546.1000","282.5500","2026-06-11 00:00:00","73600.0","1000"
"1132628","SENSEX-Jun2026-71300-CE","SENSEX 11 JUN 71300 CALL","","5.0000","20","OPTIDX","D","BSE","6977.9500","1815.7500","2026-06-11 00:00:00","71300.0","1000"
"1132631","SENSEX-Jun2026-80600-PE","SENSEX 11 JUN 80600 PUT","","5.0000","20","OPTIDX","D","BSE","7557.4500","2434.6500","2026-06-11 00:00:00","80600.0","1000"
"1132630","SENSEX-Jun2026-75900-CE","SENSEX 11 JUN 75900 CALL","","5.0000","20","OPTIDX","D","BSE","2497.4500","0.0500","2026-06-11 00:00:00","75900.0","1000"
"1132632","SENSEX-Jun2026-82900-PE","SENSEX 11 JUN 82900 PUT","","5.0000","20","OPTIDX","D","BSE","9955.2500","4529.0500","2026-06-11 00:00:00","82900.0","1000"
"1132638","SENSEX-Jun2026-74200-CE","SENSEX 11 JUN 74200 CALL","","5.0000","20","OPTIDX","D","BSE","3934.8500","24.4500","2026-06-11 00:00:00","74200.0","1000"
"1132609","SENSEX-Jun2026-80300-CE","SENSEX 11 JUN 80300 CALL","","5.0000","20","OPTIDX","D","BSE","298.4000","0.0500","2026-06-11 00:00:00","80300.0","1000"
"1132610","SENSEX-Jun2026-82600-CE","SENSEX 11 JUN 82600 CALL","","5.0000","20","OPTIDX","D","BSE","61.8500","0.0500","2026-06-11 00:00:00","82600.0","1000"
"1132613","SENSEX-Jun2026-72000-PE","SENSEX 11 JUN 72000 PUT","","5.0000","20","OPTIDX","D","BSE","471.8000","0.0500","2026-06-11 00:00:00","72000.0","1000"
"1132612","SENSEX-Jun2026-78000-PE","SENSEX 11 JUN 78000 PUT","","5.0000","20","OPTIDX","D","BSE","4745.9000","620.2500","2026-06-11 00:00:00","78000.0","1000"
